player_id,firstName,lastName,nationality,primaryPosition,height_cm,weight,shootsCatches
8471226,Drew,Stafford,3.0,RW,187.96,214.0,2.0
8476885,Jacob,Trouba,3.0,D,190.5,202.0,2.0
8475279,Ben,Chiarot,4.0,D,190.5,219.0,1.0
8476460,Mark,Scheifele,4.0,C,190.5,207.0,2.0
8478561,Andreas,Martinsen,14.0,LW,190.5,229.0,1.0
8475197,Tyson,Barrie,4.0,D,177.8,190.0,2.0
8477492,Nathan,MacKinnon,4.0,C,182.88,205.0,2.0
8474061,Anthony,Peluso,4.0,RW,190.5,225.0,2.0
8471715,Ondrej,Pavelec,2.0,G,190.5,212.0,1.0
8473533,Jordan,Staal,4.0,C,193.04,220.0,1.0
8470320,Cam,Ward,4.0,G,185.42,185.0,1.0
8475753,Justin,Faulk,3.0,D,182.88,215.0,2.0
8477488,Brett,Pesce,3.0,D,190.5,200.0,2.0
8474052,Chris,Terry,4.0,LW,177.8,191.0,1.0
8475784,Jeff,Skinner,4.0,LW,180.34,200.0,1.0
8475663,Eddie,Lack,5.0,G,193.04,187.0,1.0
8478396,Noah,Hanifin,3.0,D,190.5,206.0,1.0
8468639,John-Michael,Liles,3.0,D,177.8,185.0,1.0
8471804,Nathan,Gerbe,3.0,C,162.56,176.0,1.0
8469508,Jay,McClement,4.0,C,185.42,205.0,1.0
8475807,Joakim,Nordstrom,5.0,LW,185.42,189.0,1.0
8476858,Phillip,Di Giuseppe,4.0,LW,182.88,200.0,1.0
8468493,Ron,Hainsey,3.0,D,190.5,210.0,1.0
8476958,Jaccob,Slavin,3.0,D,190.5,205.0,1.0
8470595,Eric,Staal,4.0,C,193.04,208.0,1.0
8471346,Kris,Versteeg,4.0,RW,180.34,176.0,2.0
8476437,Victor,Rask,5.0,C,187.96,200.0,1.0
8474661,Michal,Jordan,2.0,D,185.42,195.0,1.0
8474062,Riley,Nash,4.0,C,185.42,200.0,2.0
8475250,Andrej,Nestrasil,2.0,C,190.5,200.0,1.0
8474089,Brad,Malone,4.0,C,187.96,207.0,1.0
8477496,Elias,Lindholm,5.0,C,185.42,192.0,2.0
8470966,Mark,Giordano,4.0,D,182.88,198.0,1.0
8474628,Michael,Stone,4.0,D,190.5,210.0,2.0
8474749,Matt,Bartkowski,3.0,D,185.42,196.0,1.0
8475878,Freddie,Hamilton,4.0,C,185.42,195.0,2.0
8476967,Brett,Kulak,4.0,D,187.96,187.0,1.0
8477935,Sam,Bennett,4.0,C,185.42,200.0,1.0
8476407,Andy,Welinski,3.0,D,185.42,206.0,2.0
8476971,Kevin,Roy,4.0,LW,175.26,170.0,1.0
8474673,TJ,Brodie,4.0,D,185.42,182.0,1.0
8476873,Mark,Jankowski,4.0,C,193.04,202.0,1.0
8474150,Mikael,Backlund,5.0,C,185.42,199.0,1.0
8476434,John,Gibson,3.0,G,190.5,223.0,1.0
8448208,Jaromir,Jagr,2.0,RW,190.5,230.0,1.0
8469608,Mike,Smith,4.0,G,193.04,215.0,1.0
8475907,Micheal,Ferland,4.0,LW,187.96,208.0,1.0
8477903,Garnet,Hathaway,3.0,RW,187.96,208.0,2.0
8477508,Curtis,Lazar,4.0,C,182.88,209.0,2.0
8473564,Michael,Frolik,2.0,RW,185.42,194.0,1.0
8471426,Troy,Brouwer,4.0,RW,190.5,215.0,2.0
8474612,Travis,Hamonic,4.0,D,187.96,205.0,2.0
8476400,Logan,Shaw,4.0,RW,190.5,208.0,2.0
8476346,Johnny,Gaudreau,3.0,LW,175.26,157.0,1.0
8479314,Matthew,Tkachuk,3.0,LW,187.96,202.0,1.0
8477497,Sean,Monahan,4.0,C,190.5,195.0,1.0
8476462,Dougie,Hamilton,4.0,D,198.12,210.0,2.0
8470162,Matt,Stajan,4.0,C,185.42,195.0,1.0
8476808,Brian,Flynn,3.0,C,185.42,183.0,2.0
8471476,Daniel,Winnik,4.0,LW,187.96,210.0,1.0
8476769,Bobby,Farnham,3.0,RW,177.8,190.0,1.0
8477957,Nikita,Scherbak,6.0,RW,187.96,192.0,1.0
8471338,Torrey,Mitchell,4.0,C,180.34,186.0,2.0
8471679,Carey,Price,4.0,G,190.5,215.0,1.0
8471214,Alex,Ovechkin,6.0,LW,190.5,235.0,2.0
8471698,T.J.,Oshie,3.0,RW,180.34,195.0,2.0
8470642,Shea,Weber,4.0,D,193.04,230.0,2.0
8474008,Paul,Carey,3.0,C,185.42,200.0,1.0
8471710,Taylor,Chorney,3.0,D,182.88,193.0,1.0
8477444,Andre,Burakovsky,5.0,LW,190.5,201.0,1.0
8475200,Dmitry,Orlov,6.0,D,180.34,212.0,1.0
8474651,Braden,Holtby,4.0,G,187.96,211.0,1.0
8477446,Michael,McCarron,3.0,RW,198.12,230.0,2.0
8473563,Nicklas,Backstrom,5.0,C,185.42,210.0,1.0
8474590,John,Carlson,3.0,D,190.5,218.0,2.0
8477220,Nate,Schmidt,3.0,D,185.42,194.0,1.0
8474157,Max,Pacioretty,3.0,LW,187.96,206.0,1.0
8469521,Tomas,Plekanec,2.0,C,180.34,193.0,1.0
8474291,Jay,Beagle,4.0,C,190.5,218.0,2.0
8471702,Matt,Niskanen,3.0,D,185.42,203.0,2.0
8473507,Jeff,Petry,3.0,D,190.5,208.0,2.0
8468498,Brooks,Orpik,3.0,D,190.5,217.0,1.0
8474717,Mark,Barberio,4.0,D,185.42,207.0,1.0
8474038,Paul,Byron,4.0,LW,175.26,162.0,1.0
8476479,Phillip,Danault,4.0,C,185.42,195.0,1.0
8475149,Marcus,Johansson,5.0,LW,185.42,205.0,1.0
8471228,Alexander,Radulov,6.0,RW,185.42,201.0,1.0
8475744,Evgeny,Kuznetsov,6.0,C,187.96,204.0,1.0
8477901,Daniel,Carr,4.0,LW,182.88,193.0,1.0
8477476,Artturi,Lehkonen,12.0,LW,182.88,183.0,1.0
8477413,Sven,Andrighetto,8.0,RW,177.8,188.0,1.0
8478963,Ryan,Johnston,4.0,D,177.8,180.0,2.0
8471296,Alexei,Emelin,6.0,D,187.96,218.0,1.0
8474189,Lars,Eller,13.0,C,187.96,207.0,1.0
8473991,Karl,Alzner,4.0,D,190.5,217.0,1.0
8476880,Tom,Wilson,4.0,RW,193.04,218.0,2.0
8475792,Brett,Connolly,4.0,RW,190.5,195.0,2.0
8468508,Justin,Williams,4.0,RW,185.42,188.0,2.0
8477070,Liam,O'Brien,4.0,C,185.42,215.0,1.0
8470604,Jeff,Carter,4.0,C,190.5,217.0,2.0
8470602,Dion,Phaneuf,4.0,D,190.5,219.0,1.0
8470207,Joffrey,Lupul,4.0,LW,185.42,211.0,2.0
8470606,Dustin,Brown,3.0,RW,182.88,216.0,2.0
8476406,Nick,Shore,3.0,C,185.42,201.0,2.0
8468483,Marian,Gaborik,1.0,RW,185.42,205.0,1.0
8475716,Martin,Marincin,1.0,D,193.04,210.0,1.0
8471436,Matt,Hunwick,3.0,D,180.34,200.0,1.0
8471734,Jonathan,Quick,3.0,G,185.42,218.0,1.0
8476404,Andy,Andreoff,4.0,LW,185.42,210.0,1.0
8474568,Luke,Schenn,4.0,D,187.96,229.0,2.0
8475188,Brayden,McNabb,4.0,D,193.04,212.0,1.0
8476871,Tanner,Pearson,4.0,LW,185.42,204.0,1.0
8473463,Leo,Komarov,12.0,C,180.34,210.0,1.0
8476352,Michael,Mersch,3.0,LW,187.96,213.0,1.0
8475180,Peter,Holland,4.0,C,187.96,205.0,1.0
8467329,Vincent,Lecavalier,4.0,C,193.04,215.0,1.0
8469707,PA,Parenteau,4.0,RW,182.88,200.0,2.0
8471685,Anze,Kopitar,15.0,C,190.5,224.0,1.0
8475726,Tyler,Toffoli,4.0,C,182.88,201.0,2.0
8474037,James,van Riemsdyk,3.0,LW,190.5,210.0,1.0
8476853,Morgan,Rielly,4.0,D,185.42,215.0,1.0
8473503,James,Reimer,4.0,G,187.96,217.0,1.0
8473546,Michael,Grabner,9.0,RW,185.42,188.0,1.0
8477312,Antoine,Bibeau,4.0,G,190.5,205.0,1.0
8471392,Roman,Polak,2.0,D,187.96,235.0,2.0
8475278,Byron,Froese,4.0,C,185.42,202.0,2.0
8474162,Jake,Muzzin,4.0,D,190.5,216.0,1.0
8474563,Drew,Doughty,4.0,D,185.42,195.0,2.0
8476302,Frank,Corrado,4.0,D,182.88,205.0,2.0
8473574,Shawn,Matthias,4.0,LW,193.04,231.0,1.0
8473453,Trevor,Lewis,3.0,C,185.42,201.0,2.0
8475098,Tyler,Bozak,4.0,C,185.42,195.0,2.0
8474581,Jake,Gardiner,3.0,D,187.96,200.0,1.0
8473473,Milan,Lucic,4.0,LW,190.5,236.0,1.0
8474166,Alec,Martinez,3.0,D,185.42,212.0,1.0
8474100,Dwight,King,4.0,LW,193.04,229.0,1.0
8473571,Jamie,McBain,3.0,D,185.42,180.0,2.0
8476062,Mark,Arcobello,3.0,RW,172.72,174.0,2.0
8475172,Nazem,Kadri,4.0,C,182.88,195.0,1.0
8469555,Christian,Ehrhoff,10.0,D,187.96,201.0,1.0
8468504,Brad,Boyes,4.0,RW,182.88,199.0,2.0
8467876,Henrik,Sedin,5.0,C,187.96,183.0,1.0
8467875,Daniel,Sedin,5.0,LW,185.42,190.0,1.0
8473499,Reto,Berra,8.0,G,193.04,218.0,1.0
8473432,Derek,Dorsett,4.0,RW,182.88,192.0,2.0
8477937,Jake,Virtanen,4.0,RW,185.42,229.0,2.0
8474605,Patrick,Wiercioch,4.0,D,195.58,202.0,1.0
8477018,Ben,Hutton,4.0,D,187.96,207.0,1.0
8473415,Alex,Biega,4.0,D,177.8,193.0,2.0
8476867,Brendan,Gaunce,4.0,C,187.96,217.0,1.0
8475222,Sami,Vatanen,12.0,D,177.8,185.0,2.0
8477500,Bo,Horvat,4.0,C,182.88,223.0,1.0
8474593,Jacob,Markstrom,5.0,G,198.12,196.0,1.0
8474091,Brandon,Sutter,4.0,C,190.5,191.0,2.0
8470598,Thomas,Vanek,9.0,LW,187.96,214.0,2.0
8471303,Alexander,Edler,5.0,D,190.5,214.0,1.0
8474584,Michael,Del Zotto,4.0,D,182.88,195.0,1.0
8478444,Brock,Boeser,3.0,RW,185.42,191.0,2.0
8476884,Derrick,Pouliot,4.0,D,182.88,208.0,1.0
8476466,Sven,Baertschi,8.0,LW,180.34,192.0,1.0
8474040,Sam,Gagner,4.0,C,180.34,200.0,2.0
8476423,Reid,Boucher,3.0,C,177.8,195.0,1.0
8475790,Erik,Gudbranson,4.0,D,195.58,220.0,2.0
8476440,Markus,Granlund,12.0,C,182.88,183.0,1.0
8477034,Jaycob,Megna,3.0,D,198.12,219.0,1.0
8479290,Kalle,Kossila,12.0,C,177.8,185.0,1.0
8474569,Colin,Wilson,3.0,C,185.42,221.0,1.0
8478906,Markus,Nutivaara,12.0,D,185.42,191.0,1.0
8476449,Scott,Harrington,4.0,D,187.96,207.0,1.0
8471677,Jack,Johnson,3.0,D,185.42,227.0,1.0
8477416,Oliver,Bjorkstrand,13.0,RW,182.88,177.0,2.0
8476310,Lukas,Sedlak,2.0,C,182.88,205.0,1.0
8475683,Sergei,Bobrovsky,6.0,G,187.96,182.0,1.0
8476432,Boone,Jenner,4.0,C,187.96,206.0,1.0
8475147,Jordan,Schroeder,3.0,LW,175.26,170.0,2.0
8475268,Gabriel,Bourque,4.0,LW,177.8,206.0,1.0
8473541,Jonathan,Bernier,4.0,G,182.88,184.0,1.0
8479400,Pierre-Luc,Dubois,4.0,C,190.5,207.0,1.0
8477021,Alexander,Kerfoot,4.0,C,177.8,175.0,1.0
8478073,Anton,Lindholm,5.0,D,180.34,191.0,1.0
8477947,Sonny,Milano,3.0,LW,182.88,195.0,1.0
8477507,Nikita,Zadorov,6.0,D,195.58,230.0,1.0
8475747,Patrik,Nemeth,5.0,D,190.5,219.0,1.0
8473422,Nick,Foligno,3.0,LW,182.88,202.0,1.0
8474610,Zac,Dalpe,4.0,C,187.96,194.0,2.0
8476855,Nail,Yakupov,6.0,RW,180.34,195.0,1.0
8476981,Josh,Anderson,4.0,RW,190.5,221.0,2.0
8476442,Matt,Nieto,3.0,LW,180.34,190.0,1.0
8475233,David,Savard,4.0,D,187.96,227.0,2.0
8474685,Matt,Calvert,4.0,LW,180.34,186.0,1.0
8478567,Dean,Kukan,8.0,D,187.96,186.0,1.0
8478842,Andrei,Mironov,6.0,D,190.5,194.0,1.0
8477495,Seth,Jones,3.0,D,193.04,210.0,2.0
8478421,A.J.,Greer,4.0,LW,190.5,204.0,1.0
8478541,Markus,Hannikainen,12.0,LW,185.42,200.0,1.0
8479398,Samuel,Girard,4.0,D,177.8,162.0,1.0
8478420,Mikko,Rantanen,12.0,RW,193.04,211.0,1.0
8478460,Zach,Werenski,3.0,D,187.96,209.0,1.0
8479370,Tyson,Jost,4.0,C,180.34,191.0,1.0
8473914,Mark,Letestu,4.0,C,177.8,195.0,2.0
8471816,Mark,Fayne,3.0,D,190.5,209.0,2.0
8467452,Rob,Scuderi,3.0,D,185.42,216.0,1.0
8474602,Justin,Schultz,4.0,D,187.96,193.0,2.0
8471675,Sidney,Crosby,4.0,C,180.34,200.0,1.0
8471232,Lauri,Korpikoski,12.0,LW,185.42,193.0,1.0
8478928,Sergei,Plotnikov,6.0,LW,187.96,202.0,1.0
8473553,Jeff,Zatkoff,3.0,G,187.96,186.0,1.0
8473933,Ben,Lovejoy,3.0,D,185.42,205.0,2.0
8477934,Leon,Draisaitl,10.0,C,187.96,215.0,1.0
8474009,Nick,Bonino,3.0,C,185.42,196.0,1.0
8470543,Chris,Kunitz,4.0,LW,182.88,195.0,1.0
8471215,Evgeni,Malkin,6.0,C,190.5,195.0,1.0
8476431,Adam,Clendening,3.0,D,182.88,196.0,2.0
8476454,Ryan,Nugent-Hopkins,4.0,C,182.88,191.0,1.0
8475761,Beau,Bennett,3.0,RW,187.96,195.0,2.0
8476874,Olli,Maatta,12.0,D,187.96,206.0,1.0
8476472,Oscar,Klefbom,5.0,D,190.5,215.0,1.0
8474013,Ian,Cole,3.0,D,185.42,219.0,1.0
8471284,Andrej,Sekera,1.0,D,182.88,200.0,1.0
8475165,Anton,Lander,5.0,C,182.88,184.0,1.0
8468611,Matt,Hendricks,3.0,C,182.88,209.0,1.0
8466333,Andrew,Ference,4.0,D,180.34,182.0,1.0
8471724,Kris,Letang,4.0,D,182.88,201.0,2.0
8473468,Eric,Gryba,4.0,D,193.04,222.0,2.0
8466393,Pascal,Dupuis,4.0,RW,185.42,205.0,1.0
8473962,Teddy,Purcell,4.0,LW,187.96,195.0,2.0
8475208,Brian,Dumoulin,3.0,D,193.04,207.0,1.0
8475869,Brandon,Davidson,4.0,D,187.96,208.0,1.0
8476915,Jujhar,Khaira,4.0,LW,193.04,214.0,1.0
8476336,Iiro,Pakarinen,12.0,RW,185.42,212.0,2.0
8473989,Luke,Gazdic,4.0,LW,193.04,225.0,1.0
8470611,Eric,Fehr,4.0,C,193.04,208.0,2.0
8471887,Patric,Hornqvist,5.0,RW,180.34,189.0,2.0
8473548,Phil,Kessel,3.0,RW,182.88,202.0,2.0
8474660,David,Warsofsky,3.0,D,175.26,170.0,1.0
8477498,Darnell,Nurse,4.0,D,193.04,221.0,1.0
8478466,Daniel,Sprong,16.0,RW,182.88,180.0,2.0
8474586,Jordan,Eberle,4.0,C,180.34,187.0,2.0
8475195,Anders,Nilsson,5.0,G,198.12,229.0,1.0
8474102,David,Perron,4.0,LW,182.88,200.0,2.0
8475791,Taylor,Hall,4.0,LW,185.42,205.0,1.0
8464989,Matt,Cullen,3.0,C,185.42,202.0,1.0
8474849,Antoine,Roussel,7.0,LW,180.34,195.0,1.0
8476945,Connor,Hellebuyck,3.0,G,193.04,207.0,1.0
8476902,Esa,Lindell,12.0,D,190.5,213.0,1.0
8473994,Jamie,Benn,4.0,LW,187.96,209.0,1.0
8470760,Marc,Methot,4.0,D,193.04,233.0,1.0
8471750,Ben,Bishop,3.0,G,200.66,225.0,1.0
8479339,Patrik,Laine,12.0,RW,195.58,206.0,2.0
8474688,Greg,Pateryn,3.0,D,190.5,224.0,2.0
8476966,Gemel,Smith,4.0,C,177.8,190.0,1.0
8476889,Radek,Faksa,2.0,C,190.5,216.0,1.0
8477962,Brendan,Lemieux,3.0,LW,185.42,210.0,1.0
8477461,Remi,Elie,4.0,LW,185.42,210.0,1.0
8478398,Kyle,Connor,3.0,LW,185.42,182.0,1.0
8469465,Dan,Hamhuis,4.0,D,185.42,204.0,1.0
8475906,John,Klingberg,5.0,D,187.96,177.0,2.0
8476913,Devin,Shore,4.0,C,182.88,205.0,1.0
8477448,Marko,Dano,1.0,C,180.34,212.0,1.0
8477406,Mattias,Janmark,5.0,C,185.42,196.0,1.0
8477504,Josh,Morrissey,4.0,D,182.88,195.0,1.0
8475794,Tyler,Seguin,4.0,C,185.42,201.0,2.0
8475179,Dmitry,Kulikov,6.0,D,185.42,204.0,1.0
8476467,Jamie,Oleksiak,4.0,D,200.66,255.0,1.0
8475730,Stephen,Johns,3.0,D,193.04,221.0,2.0
8475752,Tyler,Pitlick,3.0,C,187.96,200.0,2.0
8477450,Jason,Dickinson,4.0,C,187.96,205.0,1.0
8471691,Martin,Hanzal,2.0,C,198.12,230.0,1.0
8469455,Jason,Spezza,4.0,C,190.5,214.0,2.0
8479293,Brandon,Tanev,4.0,LW,182.88,180.0,1.0
8470860,Jaroslav,Halak,1.0,G,180.34,183.0,1.0
8476429,Scott,Mayfield,3.0,D,193.04,227.0,2.0
8475857,Kevin,Gravel,3.0,D,193.04,212.0,1.0
8470187,Johnny,Boychuk,4.0,D,187.96,227.0,2.0
8470121,Matt,Greene,3.0,D,190.5,236.0,2.0
8476409,Alan,Quine,4.0,C,182.88,203.0,1.0
8475314,Anders,Lee,3.0,LW,190.5,231.0,1.0
8475754,Brock,Nelson,3.0,C,190.5,212.0,1.0
8473579,Nikolay,Kulemin,6.0,LW,185.42,228.0,1.0
8470104,Tom,Gilbert,3.0,D,187.96,210.0,2.0
8475166,John,Tavares,4.0,C,185.42,208.0,1.0
8474573,Josh,Bailey,4.0,RW,185.42,203.0,1.0
8475343,Nic,Dowd,3.0,C,187.96,197.0,2.0
8475762,Derek,Forbort,3.0,D,193.04,215.0,1.0
8471682,Devin,Setoguchi,4.0,RW,182.88,205.0,2.0
8475181,Nick,Leddy,3.0,D,182.88,204.0,1.0
8475160,Kyle,Clifford,4.0,LW,187.96,211.0,1.0
8471306,Thomas,Greiss,10.0,G,185.42,227.0,1.0
8476917,Adam,Pelech,4.0,D,190.5,217.0,1.0
8466251,Jason,Chimera,4.0,LW,190.5,215.0,1.0
8476458,Ryan,Strome,4.0,C,185.42,194.0,2.0
8473504,Cal,Clutterbuck,4.0,RW,180.34,216.0,2.0
8475177,Calvin,de Haan,4.0,D,185.42,198.0,1.0
8478463,Anthony,Beauvillier,4.0,C,180.34,182.0,1.0
8476386,Shane,Prince,3.0,LW,180.34,193.0,1.0
8474066,Thomas,Hickey,4.0,D,182.88,188.0,1.0
8475231,Casey,Cizikas,4.0,C,180.34,200.0,1.0
8469514,Peter,Budaj,1.0,G,185.42,196.0,1.0
8469619,Dennis,Seidenberg,10.0,D,182.88,199.0,1.0
8477936,Michael,Dal Colle,4.0,LW,190.5,204.0,1.0
8476326,Josh,Archibald,4.0,RW,177.8,176.0,2.0
8476921,Jordan,Martinook,4.0,LW,182.88,204.0,1.0
8479206,Tanner,Fritz,4.0,C,180.34,192.0,2.0
8476356,Tobias,Rieder,10.0,C,180.34,188.0,1.0
8475246,Kevin,Connauton,4.0,D,187.96,205.0,1.0
8479345,Jakob,Chychrun,3.0,D,187.96,210.0,1.0
8478432,Christian,Fischer,3.0,RW,187.96,214.0,2.0
8479343,Clayton,Keller,3.0,C,177.8,170.0,1.0
8480222,Sebastian,Aho,5.0,D,177.8,170.0,1.0
8474613,Derek,Stepan,3.0,C,182.88,196.0,2.0
8477506,Ryan,Pulock,4.0,D,187.96,214.0,2.0
